item_id,name,description_de,price,category,meal_type,is_lunch_menu,is_vegetarian,is_vegan_possible,contains_chicken,contains_lamb,contains_fish,contains_shrimp,contains_duck,contains_paneer,allergen_codes,source_page,search_text
11,Samosa (2 Stück),"Gefüllte Teigtaschen mit Kartoffeln, Erbsen, Kräutern und Gewürzen",6.00,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,,4,"Name: Samosa (2 Stück) | Category: Vorspeisen | Description: Gefüllte Teigtaschen mit Kartoffeln, Erbsen, Kräutern und Gewürzen"
12,Sabzi Pakoras,Mariniertes frisches Gemüse in einem Teig aus Kichererbsen frittiert,6.00,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,,4,Name: Sabzi Pakoras | Category: Vorspeisen | Description: Mariniertes frisches Gemüse in einem Teig aus Kichererbsen frittiert
13,Khumb Pakoras,Marinierte Champignons in einem Teig aus Kichererbsen frittiert,6.00,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,,4,Name: Khumb Pakoras | Category: Vorspeisen | Description: Marinierte Champignons in einem Teig aus Kichererbsen frittiert
14,Paneer Pakoras,Marinierter indischer Käse in einem Teig aus Kichererbsen frittiert,7.90,Vorspeisen,starter,false,true,false,false,false,false,false,false,true,f,4,Name: Paneer Pakoras | Category: Vorspeisen | Description: Marinierter indischer Käse in einem Teig aus Kichererbsen frittiert | Allergens: f
15,Onion Bhaji,Marinierte Zwiebelringe in einem Teig aus Kichererbsen frittiert,5.90,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,,4,Name: Onion Bhaji | Category: Vorspeisen | Description: Marinierte Zwiebelringe in einem Teig aus Kichererbsen frittiert
16,Chicken Pakoras,Mariniertes zartes Hähnchenfilet in einem Teig aus Kichererbsen frittiert,7.50,Vorspeisen,starter,false,false,false,true,false,false,false,false,false,a,4,Name: Chicken Pakoras | Category: Vorspeisen | Description: Mariniertes zartes Hähnchenfilet in einem Teig aus Kichererbsen frittiert | Allergens: a
17,Fish Pakoras,Mariniertes Fischfilet in einem Teig aus Kichererbsen frittiert,7.90,Vorspeisen,starter,false,false,false,false,false,true,false,false,false,"a,d",4,"Name: Fish Pakoras | Category: Vorspeisen | Description: Mariniertes Fischfilet in einem Teig aus Kichererbsen frittiert | Allergens: a,d"
18,Pakora-Teller (für 2 Personen),Gemischte Platte aus den. Gerichten,12.90,Vorspeisen,starter,false,false,false,false,false,false,false,false,false,"a,d,g",4,"Name: Pakora-Teller (für 2 Personen) | Category: Vorspeisen | Description: Gemischte Platte aus den. Gerichten | Allergens: a,d,g"
19,Aloo Tikki,"drei indische Kartoffelpuffer mit roten Zwiebeln,Weißkohl und Zweierlei Soßen",12.00,Vorspeisen,starter,false,true,false,false,false,false,false,false,false,,4,"Name: Aloo Tikki | Category: Vorspeisen | Description: drei indische Kartoffelpuffer mit roten Zwiebeln,Weißkohl und Zweierlei Soßen"
25,Butter Naan,,3.00,Naan / Brot,side,false,true,false,false,false,false,false,false,false,a,5,Name: Butter Naan | Category: Naan / Brot | Description:  | Allergens: a
26,Garlic Naan,,3.50,Naan / Brot,side,false,true,false,false,false,false,false,false,false,a,5,Name: Garlic Naan | Category: Naan / Brot | Description:  | Allergens: a
27,Garlic Cheese Naan,,5.00,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Garlic Cheese Naan | Category: Naan / Brot | Description:  | Allergens: a,f"
28,Chili Cheese Naan,,5.00,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Chili Cheese Naan | Category: Naan / Brot | Description:  | Allergens: a,f"
29,Paneer Naan,,4.50,Naan / Brot,side,false,true,false,false,false,false,false,false,true,"a,f",5,"Name: Paneer Naan | Category: Naan / Brot | Description:  | Allergens: a,f"
30,Aloo Naan,Naan mit Kartoffelfüllung,4.50,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Aloo Naan | Category: Naan / Brot | Description: Naan mit Kartoffelfüllung | Allergens: a,f"
31,Tandoori Roti,Indisches Fladenbrot aus Vollkornmehl,2.50,Naan / Brot,side,false,true,true,false,false,false,false,false,false,"a,f",5,"Name: Tandoori Roti | Category: Naan / Brot | Description: Indisches Fladenbrot aus Vollkornmehl | Allergens: a,f"
32,Methi Roti,Indisches Fladenbrot aus Vollkornmehl mit Bockshornkleeblättern,2.50,Naan / Brot,side,false,true,true,false,false,false,false,false,false,,5,Name: Methi Roti | Category: Naan / Brot | Description: Indisches Fladenbrot aus Vollkornmehl mit Bockshornkleeblättern
33,Keema Naan,Naan mit Hähnchen-Zwiebel-Füllung,5.50,Naan / Brot,side,false,false,false,true,false,false,false,false,false,"a,f",5,"Name: Keema Naan | Category: Naan / Brot | Description: Naan mit Hähnchen-Zwiebel-Füllung | Allergens: a,f"
35,Sabzi Biryani,"Gebratener Basmatireis mit frischem Gemüse, Cashewnüssen, Mandeln und Rosinen",13.00,Biryani-Spezialitäten,main,false,true,true,false,false,false,false,false,false,g,5,"Name: Sabzi Biryani | Category: Biryani-Spezialitäten | Description: Gebratener Basmatireis mit frischem Gemüse, Cashewnüssen, Mandeln und Rosinen | Allergens: g"
36,Tofu Biryani,"Gebratener Basmatireis mit frischem Gemüse und Tofu, Cashewnüssen, Mandeln und Rosinen",13.50,Biryani-Spezialitäten,main,false,true,true,false,false,false,false,false,false,g,5,"Name: Tofu Biryani | Category: Biryani-Spezialitäten | Description: Gebratener Basmatireis mit frischem Gemüse und Tofu, Cashewnüssen, Mandeln und Rosinen | Allergens: g"
37,Paneer Tikka Biryani,"Gebratener Basmatireis mit frischem Gemüse und Paneer, Cashewnüssen, Mandeln und Rosinen",13.50,Biryani-Spezialitäten,main,false,true,false,false,false,false,false,false,true,"f,g",5,"Name: Paneer Tikka Biryani | Category: Biryani-Spezialitäten | Description: Gebratener Basmatireis mit frischem Gemüse und Paneer, Cashewnüssen, Mandeln und Rosinen | Allergens: f,g"
38,Chicken Biryani,"Gewürztes Hähnchenfilet mit Basmatireis, gemischtem Gemüse, Rosinen, Cashewnüssen und Mandeln",14.50,Biryani-Spezialitäten,main,false,false,false,true,false,false,false,false,false,g,5,"Name: Chicken Biryani | Category: Biryani-Spezialitäten | Description: Gewürztes Hähnchenfilet mit Basmatireis, gemischtem Gemüse, Rosinen, Cashewnüssen und Mandeln | Allergens: g"
39,Chicken Tikka Biryani,"Mariniertes Hähnchenbrustfilet vom Spieß aus dem Tandoor, mit Basmatireis, gemischtem Gemüse, Rosinen, Cashewnüssen und Mandeln",15.50,Biryani-Spezialitäten,main,false,false,false,true,false,false,false,false,false,g,5,"Name: Chicken Tikka Biryani | Category: Biryani-Spezialitäten | Description: Mariniertes Hähnchenbrustfilet vom Spieß aus dem Tandoor, mit Basmatireis, gemischtem Gemüse, Rosinen, Cashewnüssen und Mandeln | Allergens: g"
40,Lamm Biryani,"Gewürztes Lammfilet mit Basmatireis, gemischtem Gemüse, Cashewnüssen und Mandeln",16.50,Biryani-Spezialitäten,main,false,false,false,false,true,false,false,false,false,g,6,"Name: Lamm Biryani | Category: Biryani-Spezialitäten | Description: Gewürztes Lammfilet mit Basmatireis, gemischtem Gemüse, Cashewnüssen und Mandeln | Allergens: g"
41,Jheenga Biryani,"Gewürzte Garnelen mit Basmatireis, gemischtem Gemüse, Cashewnüssen und Mandeln",17.50,Biryani-Spezialitäten,main,false,false,false,false,false,false,true,false,false,"d,g",6,"Name: Jheenga Biryani | Category: Biryani-Spezialitäten | Description: Gewürzte Garnelen mit Basmatireis, gemischtem Gemüse, Cashewnüssen und Mandeln | Allergens: d,g"
45,Daal Makhni,Schwarze Linsen in Sahnecurry,12.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,false,f,6,Name: Daal Makhni | Category: Vegetarische Gerichte | Description: Schwarze Linsen in Sahnecurry | Allergens: f
46,Daal Tarka,Linsen mit exotischen Gewürzen verfeinert,12.50,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,,6,Name: Daal Tarka | Category: Vegetarische Gerichte | Description: Linsen mit exotischen Gewürzen verfeinert
47,Channa Masala,Kichererbsen in indischer Currysoße,12.50,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,6,Name: Channa Masala | Category: Vegetarische Gerichte | Description: Kichererbsen in indischer Currysoße | Allergens: f
48,Aloo Mattar Paneer,Kartoffel-Erbsen-Curry,13.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,6,Name: Aloo Mattar Paneer | Category: Vegetarische Gerichte | Description: Kartoffel-Erbsen-Curry | Allergens: f
49,Baingan Bharta,"Frische Grill-Auberginen püriert mit Zwiebeln und Tomaten, kräftig gewürzt",13.90,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,,6,"Name: Baingan Bharta | Category: Vegetarische Gerichte | Description: Frische Grill-Auberginen püriert mit Zwiebeln und Tomaten, kräftig gewürzt"
50,Mix Sabzi,"Frisches, gemischtes Gemüsecurry",13.50,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,,6,"Name: Mix Sabzi | Category: Vegetarische Gerichte | Description: Frisches, gemischtes Gemüsecurry"
51,Aloo Gobi Masala,"Kartoffeln mit Blumenkohl, zubereitet mit Ingwer, Knoblauch, Zwiebeln, Tomaten, frischem Koriander und Gewürzen",13.50,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,6,"Name: Aloo Gobi Masala | Category: Vegetarische Gerichte | Description: Kartoffeln mit Blumenkohl, zubereitet mit Ingwer, Knoblauch, Zwiebeln, Tomaten, frischem Koriander und Gewürzen | Allergens: f"
52,Mattar Paneer,Frischer hausgemachter indischer Käse mit grünen Erbsen in Currysoße,13.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,6,Name: Mattar Paneer | Category: Vegetarische Gerichte | Description: Frischer hausgemachter indischer Käse mit grünen Erbsen in Currysoße | Allergens: f
53,Sabzi Kofta,Gemüsebällchen in pikanter Currysoße,13.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,false,f,6,Name: Sabzi Kofta | Category: Vegetarische Gerichte | Description: Gemüsebällchen in pikanter Currysoße | Allergens: f
54,Khumb Palak,Spinat mit Champignon nach indischer Art,13.50,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,6,Name: Khumb Palak | Category: Vegetarische Gerichte | Description: Spinat mit Champignon nach indischer Art | Allergens: f
55,Palak Paneer,"Frischer hausgemachter indischer Käse mit Spinat; zubereitet mit frischem Ingwer, Knoblauch und Tomaten",14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,6,"Name: Palak Paneer | Category: Vegetarische Gerichte | Description: Frischer hausgemachter indischer Käse mit Spinat; zubereitet mit frischem Ingwer, Knoblauch und Tomaten | Allergens: f"
56,Palak Tofu,"Tofu mit Blattspinat, Ingwer und exotischen Gewürzen",14.00,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,6,"Name: Palak Tofu | Category: Vegetarische Gerichte | Description: Tofu mit Blattspinat, Ingwer und exotischen Gewürzen | Allergens: f"
57,Shahi Paneer,Frischer hausgemachter indischer Käse in spezieller Cashew-Curry-Sahnesoße,14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,"f,g",7,"Name: Shahi Paneer | Category: Vegetarische Gerichte | Description: Frischer hausgemachter indischer Käse in spezieller Cashew-Curry-Sahnesoße | Allergens: f,g"
58,Paneer Tikka Masala,Gegrillter hausgemachter indischer Käse mit exotisch gewürzter Masalasoße,14.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,7,Name: Paneer Tikka Masala | Category: Vegetarische Gerichte | Description: Gegrillter hausgemachter indischer Käse mit exotisch gewürzter Masalasoße | Allergens: f
59,Malai Kofta,Kartoffelbällchen in spezieller Cashew-Curry-Sahnesoße,14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,false,"f,g",7,"Name: Malai Kofta | Category: Vegetarische Gerichte | Description: Kartoffelbällchen in spezieller Cashew-Curry-Sahnesoße | Allergens: f,g"
60,Karahi Paneer,"Hausgemachter indischer Käse mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße",14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,7,"Name: Karahi Paneer | Category: Vegetarische Gerichte | Description: Hausgemachter indischer Käse mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße | Allergens: f"
61,Bhindi Masala,frische Okraschoten und Zwiebeln mit exotischen Gewürzen in einer Masala Soße verfeinert,16.00,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,7,Name: Bhindi Masala | Category: Vegetarische Gerichte | Description: frische Okraschoten und Zwiebeln mit exotischen Gewürzen in einer Masala Soße verfeinert | Allergens: f
65,Tandoori Chicken,Hähnchenteile mit Joghurtmarinade aus dem Tandoor,17.50,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,true,false,f,7,Name: Tandoori Chicken | Category: Tandoori-Spezialitäten | Description: Hähnchenteile mit Joghurtmarinade aus dem Tandoor | Allergens: f
66,Chicken Tikka,Mariniertes Hähnchenfilet vom Spieß aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,7,Name: Chicken Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Hähnchenfilet vom Spieß aus dem Tandoor
67,Chicken Malai Tikka,Mariniertes Hähnchen mit Joghurt-Safran-Marinade aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,7,Name: Chicken Malai Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Hähnchen mit Joghurt-Safran-Marinade aus dem Tandoor | Allergens: f
68,Achari Tikka,Hähnchenfilet mit Zitrone-Chili-Ingwer-Marinade aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,7,Name: Achari Tikka | Category: Tandoori-Spezialitäten | Description: Hähnchenfilet mit Zitrone-Chili-Ingwer-Marinade aus dem Tandoor
69,Lamb Tikka,Mariniertes Lammfleisch vom Spieß aus dem Tandoor,19.50,Tandoori-Spezialitäten,main,false,false,false,false,true,false,false,false,false,,7,Name: Lamb Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Lammfleisch vom Spieß aus dem Tandoor
70,Lamb Seekh Kebab,Saftiger Lammhackspieß aus dem Tandoor,20.50,Tandoori-Spezialitäten,main,false,false,false,false,true,false,false,false,false,,7,Name: Lamb Seekh Kebab | Category: Tandoori-Spezialitäten | Description: Saftiger Lammhackspieß aus dem Tandoor
