item_id,name,description_de,price,category,meal_type,is_lunch_menu,is_vegetarian,is_vegan_possible,contains_chicken,contains_lamb,contains_fish,contains_shrimp,contains_duck,contains_paneer,allergen_codes,source_page,search_text,allergen_names
500,Aloo Gobi Masala,"Kartoffeln mit Blumenkohl; zubereitet mit Ingwer, Knoblauch, Zwiebeln, Tomaten, frischem Koriander und Gewürzen",9.9,Mittagsmenü / lunch menu,main,true,true,true,false,false,false,false,false,false,f,1,"Name: Aloo Gobi Masala | Category: Mittagsmenü / lunch menu | Description: Kartoffeln mit Blumenkohl; zubereitet mit Ingwer, Knoblauch, Zwiebeln, Tomaten, frischem Koriander und Gewürzen | Price: 9.9 euros | Meal type: main | Lunch menu: true | Vegetarian: true | Vegan possible: true | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
521,Gebratene Nudeln mit Hähnchen,"mit frischem Gemüse, Frühlingszwiebeln, Ei und Sojasoße",10.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,not_listed,2,"Name: Gebratene Nudeln mit Hähnchen | Category: Mittagsmenü / lunch menu | Description: mit frischem Gemüse, Frühlingszwiebeln, Ei und Sojasoße | Price: 10.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed",not_listed
522,Chicken Curry,exotisches Curry mit Hähnchenfilet,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,f,2,Name: Chicken Curry | Category: Mittagsmenü / lunch menu | Description: exotisches Curry mit Hähnchenfilet | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
523,Butter Chicken,zartes Hähnchenfilet aus dem Tandoor in Butter-Tomaten-Sahnesoße,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,"f,g",2,"Name: Butter Chicken | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchenfilet aus dem Tandoor in Butter-Tomaten-Sahnesoße | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f,g | Allergen names: milk_lactose, nuts","milk_lactose, nuts"
524,Chicken Korma,zartes Hähnchenfilet mit Cashewnüssen in Mandelsoße zubereitet,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,"f,g",2,"Name: Chicken Korma | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchenfilet mit Cashewnüssen in Mandelsoße zubereitet | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f,g | Allergen names: milk_lactose, nuts","milk_lactose, nuts"
525,Mango Chicken,zartes Hähnchenfilet mit Mango in einer exotischen Früchtesoße zubereitet,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,f,2,Name: Mango Chicken | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchenfilet mit Mango in einer exotischen Früchtesoße zubereitet | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
526,Chicken Lababdar,zartes Hähnchen in einer aromatischen Tomaten-Curry-Soße mit Mozzarella-Käse; langsam gegart und mit Gewürzen und Sahne verfeinert,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,not_listed,2,Name: Chicken Lababdar | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchen in einer aromatischen Tomaten-Curry-Soße mit Mozzarella-Käse; langsam gegart und mit Gewürzen und Sahne verfeinert | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed,not_listed
527,Chicken Channa Saag,"zartes Hähnchenfilet und Kichererbsen mit Blattspinat, Ingwer und exotischen Gewürzen",11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,f,2,"Name: Chicken Channa Saag | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchenfilet und Kichererbsen mit Blattspinat, Ingwer und exotischen Gewürzen | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
528,Chicken Tikka Masala,gegrilltes Hähnchenfilet in einer würzigen Soße serviert und mit exotischen Gewürzen verfeinert,11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,not_listed,2,Name: Chicken Tikka Masala | Category: Mittagsmenü / lunch menu | Description: gegrilltes Hähnchenfilet in einer würzigen Soße serviert und mit exotischen Gewürzen verfeinert | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed,not_listed
529,Achari Chicken,"zartes Hähnchenfilet mit Knoblauch, Ingwer, Zitronensaft und Currysoße",11.9,Mittagsmenü / lunch menu,main,true,false,false,true,false,false,false,false,false,f,2,"Name: Achari Chicken | Category: Mittagsmenü / lunch menu | Description: zartes Hähnchenfilet mit Knoblauch, Ingwer, Zitronensaft und Currysoße | Price: 11.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
540,Lamb Karahi,"zartes Lammfleisch mit verschiedenen indischen Gewürzen, Paprika, Tomaten, Zwiebeln und frischen Kräutern in Currysoße",12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,f,2,"Name: Lamb Karahi | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch mit verschiedenen indischen Gewürzen, Paprika, Tomaten, Zwiebeln und frischen Kräutern in Currysoße | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
541,Lamb Korma,zartes Lammfleisch mit Cashewnüssen in Mandelsoße zubereitet,12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,"f,g",2,"Name: Lamb Korma | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch mit Cashewnüssen in Mandelsoße zubereitet | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f,g | Allergen names: milk_lactose, nuts","milk_lactose, nuts"
542,Lamb Vindaloo,zartes Lammfleisch und Kartoffeln in einer scharfen südindischen Currysoße,12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,f,2,Name: Lamb Vindaloo | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch und Kartoffeln in einer scharfen südindischen Currysoße | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
543,Lamb Jalfrezi,zartes Lammfleisch mit Paprika in einer pikanten Currysoße,12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,f,3,Name: Lamb Jalfrezi | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch mit Paprika in einer pikanten Currysoße | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
544,Lamb Mango,zartes Lammfleisch in einer exotischen Mango-Zwiebel-Currysoße,12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,f,3,Name: Lamb Mango | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch in einer exotischen Mango-Zwiebel-Currysoße | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
545,Lamb Saag,"zartes Lammfleisch in Blattspinat, Ingwer und exotischen Gewürzen",12.9,Mittagsmenü / lunch menu,main,true,false,false,false,true,false,false,false,false,f,3,"Name: Lamb Saag | Category: Mittagsmenü / lunch menu | Description: zartes Lammfleisch in Blattspinat, Ingwer und exotischen Gewürzen | Price: 12.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
560,Maschli Jalfrezi,zarter Seelachs mit Paprika in einer pikanten Currysoße,13.9,Mittagsmenü / lunch menu,main,true,false,false,false,false,true,false,false,false,not_listed,3,Name: Maschli Jalfrezi | Category: Mittagsmenü / lunch menu | Description: zarter Seelachs mit Paprika in einer pikanten Currysoße | Price: 13.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed,not_listed
561,Maschli Madras,zarter Seelachs zubereitet mit Kokosmilch und Curry-Gewürzen,13.9,Mittagsmenü / lunch menu,main,true,false,false,false,false,true,false,false,false,not_listed,3,Name: Maschli Madras | Category: Mittagsmenü / lunch menu | Description: zarter Seelachs zubereitet mit Kokosmilch und Curry-Gewürzen | Price: 13.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed,not_listed
562,Chili Maschli,Seelachs in Chili-Soße nach indischer Art,13.9,Mittagsmenü / lunch menu,main,true,false,false,false,false,true,false,false,false,d,3,Name: Chili Maschli | Category: Mittagsmenü / lunch menu | Description: Seelachs in Chili-Soße nach indischer Art | Price: 13.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: d | Allergen names: fish,fish
563,Jheenga Curry,"Garnelen in pikanter Soße mit Tomaten, Zwiebeln, Ingwer, Knoblauch, indischen Gewürzen und Kräutern gebraten",13.9,Mittagsmenü / lunch menu,main,true,false,false,false,false,false,true,false,false,"d,f",3,"Name: Jheenga Curry | Category: Mittagsmenü / lunch menu | Description: Garnelen in pikanter Soße mit Tomaten, Zwiebeln, Ingwer, Knoblauch, indischen Gewürzen und Kräutern gebraten | Price: 13.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: d,f | Allergen names: fish, milk_lactose","fish, milk_lactose"
564,Jheenga Masala,Garnelen in Masala-Soße nach indischer Art,13.9,Mittagsmenü / lunch menu,main,true,false,false,false,false,false,true,false,false,"d,f",3,"Name: Jheenga Masala | Category: Mittagsmenü / lunch menu | Description: Garnelen in Masala-Soße nach indischer Art | Price: 13.9 euros | Meal type: main | Lunch menu: true | Vegetarian: false | Vegan possible: false | Allergen codes: d,f | Allergen names: fish, milk_lactose","fish, milk_lactose"
1,Tomatar Shorba,Tomatencremesuppe,4.8,Suppen,starter,false,true,true,false,false,false,false,false,false,f,3,Name: Tomatar Shorba | Category: Suppen | Description: Tomatencremesuppe | Price: 4.8 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
2,Daal Shorba,Delikate indische Linsensuppe,5.0,Suppen,starter,false,true,true,false,false,false,false,false,false,g,3,Name: Daal Shorba | Category: Suppen | Description: Delikate indische Linsensuppe | Price: 5.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: g | Allergen names: nuts,nuts
3,Chicken Shorba,Mild gewürzte Hühnersuppe,5.9,Suppen,starter,false,false,false,true,false,false,false,false,false,not_listed,3,Name: Chicken Shorba | Category: Suppen | Description: Mild gewürzte Hühnersuppe | Price: 5.9 euros | Meal type: starter | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed,not_listed
5,Gemischter Salat,Salat der Saison,6.0,Salate,starter,false,true,true,false,false,false,false,false,false,not_listed,3,Name: Gemischter Salat | Category: Salate | Description: Salat der Saison | Price: 6.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed,not_listed
6,Chicken Tikka Salat,Mit Hähnchenfilet im Tandoor zubereitet,10.8,Salate,starter,false,false,false,true,false,false,false,false,false,f,3,Name: Chicken Tikka Salat | Category: Salate | Description: Mit Hähnchenfilet im Tandoor zubereitet | Price: 10.8 euros | Meal type: starter | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
7,Indian Channa Chat,"Mit Kichererbsen, Zwiebeln, Tomaten, Gurken, Kartoffeln nach indischer Art",7.5,Salate,starter,false,true,true,false,false,false,false,false,false,not_listed,4,"Name: Indian Channa Chat | Category: Salate | Description: Mit Kichererbsen, Zwiebeln, Tomaten, Gurken, Kartoffeln nach indischer Art | Price: 7.5 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed",not_listed
8,Paneer Tikka Salat,"Mit hausgemachtem indischem Käse, Paprika, Zwiebeln",10.8,Salate,starter,false,true,false,false,false,false,false,false,true,f,4,"Name: Paneer Tikka Salat | Category: Salate | Description: Mit hausgemachtem indischem Käse, Paprika, Zwiebeln | Price: 10.8 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose",milk_lactose
10,Papadamm (2 Stück),"Dünne, knusprige Linsenwaffeln",3.0,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,not_listed,4,"Name: Papadamm (2 Stück) | Category: Vorspeisen | Description: Dünne, knusprige Linsenwaffeln | Price: 3.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed",not_listed
11,Samosa (2 Stück),"Gefüllte Teigtaschen mit Kartoffeln, Erbsen, Kräutern und Gewürzen",6.0,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,not_listed,4,"Name: Samosa (2 Stück) | Category: Vorspeisen | Description: Gefüllte Teigtaschen mit Kartoffeln, Erbsen, Kräutern und Gewürzen | Price: 6.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed",not_listed
12,Sabzi Pakoras,Mariniertes frisches Gemüse in einem Teig aus Kichererbsen frittiert,6.0,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,not_listed,4,Name: Sabzi Pakoras | Category: Vorspeisen | Description: Mariniertes frisches Gemüse in einem Teig aus Kichererbsen frittiert | Price: 6.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed,not_listed
13,Khumb Pakoras,Marinierte Champignons in einem Teig aus Kichererbsen frittiert,6.0,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,not_listed,4,Name: Khumb Pakoras | Category: Vorspeisen | Description: Marinierte Champignons in einem Teig aus Kichererbsen frittiert | Price: 6.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed,not_listed
14,Paneer Pakoras,Marinierter indischer Käse in einem Teig aus Kichererbsen frittiert,7.9,Vorspeisen,starter,false,true,false,false,false,false,false,false,true,f,4,Name: Paneer Pakoras | Category: Vorspeisen | Description: Marinierter indischer Käse in einem Teig aus Kichererbsen frittiert | Price: 7.9 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: f | Allergen names: milk_lactose,milk_lactose
15,Onion Bhaji,Marinierte Zwiebelringe in einem Teig aus Kichererbsen frittiert,5.9,Vorspeisen,starter,false,true,true,false,false,false,false,false,false,not_listed,4,Name: Onion Bhaji | Category: Vorspeisen | Description: Marinierte Zwiebelringe in einem Teig aus Kichererbsen frittiert | Price: 5.9 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed,not_listed
16,Chicken Pakoras,Mariniertes zartes Hähnchenfilet in einem Teig aus Kichererbsen frittiert,7.5,Vorspeisen,starter,false,false,false,true,false,false,false,false,false,a,4,Name: Chicken Pakoras | Category: Vorspeisen | Description: Mariniertes zartes Hähnchenfilet in einem Teig aus Kichererbsen frittiert | Price: 7.5 euros | Meal type: starter | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: a | Allergen names: gluten,gluten
17,Fish Pakoras,Mariniertes Fischfilet in einem Teig aus Kichererbsen frittiert,7.9,Vorspeisen,starter,false,false,false,false,false,true,false,false,false,"a,d",4,"Name: Fish Pakoras | Category: Vorspeisen | Description: Mariniertes Fischfilet in einem Teig aus Kichererbsen frittiert | Price: 7.9 euros | Meal type: starter | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: a,d | Allergen names: fish, gluten","fish, gluten"
18,Pakora-Teller (für 2 Personen),Gemischte Platte aus den. Gerichten,12.9,Vorspeisen,starter,false,false,false,false,false,false,false,false,false,"a,d,g",4,"Name: Pakora-Teller (für 2 Personen) | Category: Vorspeisen | Description: Gemischte Platte aus den. Gerichten | Price: 12.9 euros | Meal type: starter | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: a,d,g | Allergen names: fish, gluten, nuts","fish, gluten, nuts"
19,Aloo Tikki,"drei indische Kartoffelpuffer mit roten Zwiebeln,Weißkohl und Zweierlei Soßen",12.0,Vorspeisen,starter,false,true,false,false,false,false,false,false,false,not_listed,4,"Name: Aloo Tikki | Category: Vorspeisen | Description: drei indische Kartoffelpuffer mit roten Zwiebeln,Weißkohl und Zweierlei Soßen | Price: 12.0 euros | Meal type: starter | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: not_listed | Allergen names: not_listed",not_listed
25,Butter Naan,No detailed description is listed for Butter Naan.,3.0,Naan / Brot,side,false,true,false,false,false,false,false,false,false,a,5,Name: Butter Naan | Category: Naan / Brot | Description: No detailed description is listed for Butter Naan. | Price: 3.0 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a | Allergen names: gluten,gluten
26,Garlic Naan,No detailed description is listed for Garlic Naan.,3.5,Naan / Brot,side,false,true,false,false,false,false,false,false,false,a,5,Name: Garlic Naan | Category: Naan / Brot | Description: No detailed description is listed for Garlic Naan. | Price: 3.5 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a | Allergen names: gluten,gluten
27,Garlic Cheese Naan,No detailed description is listed for Garlic Cheese Naan.,5.0,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Garlic Cheese Naan | Category: Naan / Brot | Description: No detailed description is listed for Garlic Cheese Naan. | Price: 5.0 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
28,Chili Cheese Naan,No detailed description is listed for Chili Cheese Naan.,5.0,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Chili Cheese Naan | Category: Naan / Brot | Description: No detailed description is listed for Chili Cheese Naan. | Price: 5.0 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
29,Paneer Naan,No detailed description is listed for Paneer Naan.,4.5,Naan / Brot,side,false,true,false,false,false,false,false,false,true,"a,f",5,"Name: Paneer Naan | Category: Naan / Brot | Description: No detailed description is listed for Paneer Naan. | Price: 4.5 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
30,Aloo Naan,Naan mit Kartoffelfüllung,4.5,Naan / Brot,side,false,true,false,false,false,false,false,false,false,"a,f",5,"Name: Aloo Naan | Category: Naan / Brot | Description: Naan mit Kartoffelfüllung | Price: 4.5 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: false | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
31,Tandoori Roti,Indisches Fladenbrot aus Vollkornmehl,2.5,Naan / Brot,side,false,true,true,false,false,false,false,false,false,"a,f",5,"Name: Tandoori Roti | Category: Naan / Brot | Description: Indisches Fladenbrot aus Vollkornmehl | Price: 2.5 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
32,Methi Roti,Indisches Fladenbrot aus Vollkornmehl mit Bockshornkleeblättern,2.5,Naan / Brot,side,false,true,true,false,false,false,false,false,false,not_listed,5,Name: Methi Roti | Category: Naan / Brot | Description: Indisches Fladenbrot aus Vollkornmehl mit Bockshornkleeblättern | Price: 2.5 euros | Meal type: side | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: not_listed | Allergen names: not_listed,not_listed
33,Keema Naan,Naan mit Hähnchen-Zwiebel-Füllung,5.5,Naan / Brot,side,false,false,false,true,false,false,false,false,false,"a,f",5,"Name: Keema Naan | Category: Naan / Brot | Description: Naan mit Hähnchen-Zwiebel-Füllung | Price: 5.5 euros | Meal type: side | Lunch menu: false | Vegetarian: false | Vegan possible: false | Allergen codes: a,f | Allergen names: gluten, milk_lactose","gluten, milk_lactose"
35,Sabzi Biryani,"Gebratener Basmatireis mit frischem Gemüse, Cashewnüssen, Mandeln und Rosinen",13.0,Biryani-Spezialitäten,main,false,true,true,false,false,false,false,false,false,g,5,"Name: Sabzi Biryani | Category: Biryani-Spezialitäten | Description: Gebratener Basmatireis mit frischem Gemüse, Cashewnüssen, Mandeln und Rosinen | Price: 13.0 euros | Meal type: main | Lunch menu: false | Vegetarian: true | Vegan possible: true | Allergen codes: g | Allergen names: nuts",nuts
